station_name,state,latitude,longitude,avg,avg_2,avg_3
MAKAPULAPAI HAWAII HI US,HI,21.2033,-156.9661,71.90502793,82.33798883,76.66759777
MOUNT ISLAND LAKE NORTH CAROLINA NC US,NC,35.3789,-80.9925,49.31843575,75.01117318,60.83240223
POCATELLO REGIONAL AIRPORT ID US,ID,42.9202,-112.5711,35.84916201,63.09217877,49.7877095
POSSUME KINGDOM TEXAS TX US,TX,32.85,-98.55,55.90502793,76.93575419,65.94972067
Loveland Basin CO US,CO,39.67,-105.9,25.42458101,44.67597765,33.83798883
Mount Gardner WA US,WA,47.36,-121.57,42.07843137,53.16246499,46.99439776
LA CROSSE MUNICIPAL AIRPORT WI US,WI,43.8788,-91.2527,39.82960894,59.03631285,49.47765363
SECRET TOWN CALIFORNIA CA US,CA,39.1836,-120.8847,46.97765363,73.73463687,59.27653631
REDDING AIRPORT CALIFORNIA CA US,CA,40.5158,-122.2906,50.86312849,78.96648045,64.73743017
BISHOP AIRPORT CA US,CA,37.3711,-118.358,40.23184358,77.61731844,59.59776536
JACKS CANYON COLORADO CO US,CO,38.7533,-108.5797,33.53910615,58.8575419,45.51117318
HELENA AIRPORT ASOS MT US,MT,46.6056,-111.9636,35.65921788,60.43854749,47.83519553
Burro Mountain CO US,CO,39.88,-107.6,30.42458101,51.12569832,40.05027933
Beaver Creek MT US,MT,44.95,-111.36,24.9301676,47.81284916,35.63128492
Sylvan Lake WY US,WY,44.48,-110.16,25.62011173,49.50837989,36.57541899
Five Points Lake UT US,UT,40.72,-110.47,24.34357542,45.56703911,34.20949721
BETTLES AIRPORT AK US,AK,66.9169,-151.5154,15.61473088,36.33711048,27.38810198
Holland Meadows OR US,OR,43.67,-122.57,41.38547486,55.16480447,47.45251397
SAWYERS BAR CALIFORNIA CA US,CA,41.3003,-123.1322,44.35195531,71.01675978,56.04469274
BIG SUR CALIFORNIA CA US,CA,36.2356,-121.785,50.15083799,72.50837989,60.0726257
Savage Pass ID US,ID,46.47,-114.63,31.03943662,50.64788732,39.55492958
Long Lake AK US,AK,58.19,-133.83,35.40340909,46.76136364,40.65625
WICHITA FALLS MUNICIPAL AIRPORT TX US,TX,33.9786,-98.4928,52.23184358,75.64804469,63.32402235
Cottonwood Creek WY US,WY,42.65,-110.81,28.12011173,53.22067039,38.89106145
REDSTONE COLORADO CO US,CO,40.5708,-105.2264,39.0027933,61.67039106,49.89106145
Mcknight Cabin NM US,NM,33.01,-107.87,39.5625,55.70625,46.34375
Pope Ridge WA US,WA,47.99,-120.57,39.2877095,56.20949721,46.56145251
Donkey Reservoir UT US,UT,38.21,-111.48,26.46648045,51.32681564,38.52513966
GRANITE ALASKA AK US,AK,60.7275,-149.287,27.54469274,47.81284916,37.47486034
PINE CREEK PASS IDAHO TETON C ID US,ID,43.54,-111.2008,35.48044693,52.52513966,43.32681564
POWELL IDAHO ID US,ID,46.5122,-114.6881,32.98603352,60.86312849,45.3603352
Fremont Pass CO US,CO,39.38,-106.2,25.15686275,44.87955182,34.12605042
Dollarhide Summit ID US,ID,43.6,-114.67,35.9301676,48.4972067,42.03631285
NATURE CONSERVANCY NORTH CAROL NC US,NC,34.0483,-78.2903,52.25779037,76.88101983,63.74220963
Old Battle WY US,WY,41.15,-106.97,30.36312849,44.86312849,37.03351955
KANSAS CITY INTERNATIONAL AIRPORT MO US,MO,39.2972,-94.7306,45.48882682,65.85195531,55.61173184
Cool Creek ID US,ID,46.76,-115.3,36.01120448,49.77310924,41.80112045
LEO CARRILLO CALIFORNIA CA US,CA,34.0456,-118.9358,57.18435754,73.2849162,65.00558659
Mowich WA US,WA,46.93,-121.95,42.87150838,57.72905028,49.17877095
BOARD CREEK OREGON OR US,OR,44.5933,-119.2778,35.83798883,59.43296089,47.41620112
HOUGHTON LAKE ROSCOMMON CO AIRPORT MI US,MI,44.3591,-84.6738,33.40223464,54.5726257,44.56424581
Basin Creek MT US,MT,45.8,-112.52,31.56703911,51.03631285,40.48044693
WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT KS US,KS,37.6475,-97.43,47.60893855,70.39944134,58.65921788
CHEESEBORO CALIFORNIA CA US,CA,34.1847,-118.7172,57.98324022,78.37150838,66.46927374
DODGE CREEK WYOMING WY US,WY,41.9675,-105.5194,33.73743017,53.30726257,43.26536313
BUES CANYON UTAH UT US,UT,41.15,-111.9167,43.39944134,64.92178771,53.59217877
PORCUPINE SOUTH DAKOTA SD US,SD,43.29,-102.2711,39.3603352,60.09776536,49.25418994
Corduroy Flat NV US,NV,39,-115.42,38.43465909,52.36363636,45.26420455
DESERT SPRINGS NEVADA NV US,NV,39.6725,-119.77,43.9972067,65.06703911,53.77374302
CART CREEK UTAH UT US,UT,40.8847,-109.4122,34.2849162,58,45.87988827
N Fk Elk Creek MT US,MT,46.87,-113.28,33.36871508,51.02793296,41.45530726
HICKORY FAA AIRPORT NC US,NC,35.7425,-81.3819,50.0027933,70.82960894,59.91061453
NORTH LONG POINT UTAH UT US,UT,37.8547,-109.8389,35.05307263,55.11452514,44.02513966
BIG OAKS INDIANA IN US,IN,38.9253,-85.3625,43.83519553,64.5027933,54.08938547
CROW FLAT OREGON OR US,OR,43.8333,-118.95,21.42458101,56.84078212,39.19553073
Thumb Divide WY US,WY,44.37,-110.58,21.81564246,49.81564246,35.67877095
Gooseberry RANGER STATION Up UT US,UT,38.79,-111.69,33.17877095,54.63128492,43.00558659
Chemult Alternate OR US,OR,43.23,-121.81,32.68994413,59.79050279,45.15642458
SANBORN PARK COLORADO CO US,CO,38.1917,-108.2167,33.39385475,59.11452514,45.38826816
NOATAK ALASKA AK US,AK,68.0708,-158.7042,16.15654952,31.94888179,24.01277955
Elbow Lake WA US,WA,48.69,-121.91,40.95530726,54.66480447,46.89664804
Toketee Airstrip OR US,OR,43.23,-122.43,37.94972067,63.61731844,49.20391061
YELLOW MULE MONTANA MT US,MT,45.1672,-111.3508,26.44318182,41.64488636,33.70170455
TWEEDS POINT ARIZONA AZ US,AZ,36.5819,-113.7319,51.82122905,68.10893855,59.45530726
WATFORD CITY NORTH DAKOTA ND US,ND,47.7803,-103.2867,35.19364162,56.0867052,45.30635838
LOGCHUTE COLORADO CO US,CO,37.3517,-107.915,38.79608939,57.90502793,47.39385475
FORT PIERRE SOUTH DAKOTA SD US,SD,44.1153,-100.3014,37.82402235,59.77932961,48.48882682
VERDE ARIZONA AZ US,AZ,34.5539,-111.8492,45.53631285,80.6396648,62.76815642
RED RIVER IDAHO ID US,ID,45.7125,-115.3375,30.38268156,60.77653631,44.5027933
SADDLE PASS IDAHO ID US,ID,48.9417,-116.7292,31.84357542,50.68994413,40.48603352
WOODACRE CALIFORNIA CA US,CA,37.9906,-122.6447,50.43478261,71.29565217,59.1884058
Louis Meadow UT US,UT,40.83,-111.76,34.68156425,55.32960894,43.61452514
DAYTON INTERNATIONAL AIRPORT OH US,OH,39.9064,-84.2186,43.8603352,62.88268156,53.31564246
CLEVELAND HOPKINS INTERNATIONAL AIRPORT OH US,OH,41.405,-81.85278,42.02793296,59.82402235,51.1396648
DRY LAKE ARIZONA AZ US,AZ,33.3597,-109.8331,44.12011173,64.16759777,52.94692737
Lizard Head Pass CO US,CO,37.8,-107.92,26.00837989,50.95530726,37.37430168
PORTLAND INTERNATIONAL AIRPORT OR US,OR,45.5958,-122.6093,47.90223464,66.55307263,56.50837989
Emigrant Springs OR US,OR,45.56,-118.45,41.01117318,58.53351955,49.01675978
CHILLICOTHE OHIO OH US,OH,39.3858,-82.985,43.38285714,64.68285714,53.77142857
Independence Camp CA US,CA,39.45,-120.29,33.94134078,56.53351955,44.56424581
Tokositna Valley AK US,AK,62.63,-150.78,25.75568182,42.94886364,34.68181818
KETTLEMAN HILLS CALIFORNIA CA US,CA,36.0333,-120.0569,58.58379888,78.73743017,68.34078212
Moose Creek ID US,ID,45.67,-113.95,29.40616246,52.767507,39.40336134
LANSING CAPITAL CITY AIRPORT MI US,MI,42.78028,-84.57889,38.89385475,57.91899441,48.61731844
PHILIPSBURG MONTANA MT US,MT,46.3167,-113.3,30.84916201,56.95810056,43.69832402
BRASSTOWN NUMBER 1 GEORGIA GA US,GA,34.8028,-83.71,48.7849162,64.56424581,55.98882682
BARNABY CALIFORNIA CA US,CA,38.0281,-122.7022,49.82681564,69.59497207,57.87150838
KAKE ALASKA AK US,AK,56.9739,-133.66,37.99441341,50.55586592,44.46089385
SALMON TROUT ALASKA AK US,AK,66.8125,-141.62,22.21621622,37.91216216,29.96283784
Miller Woods OR US,OR,45.25,-123.28,46.16806723,63.43697479,53.86554622
Monahan Flat AK US,AK,63.31,-147.65,16.21529745,35.05665722,25.94334278
Silvies OR US,OR,42.75,-118.69,34.4972067,53.34636872,44.22067039
LYONS VALLEY CALIFORNIA CA US,CA,39.1258,-123.0736,51.7877095,67.03072626,58.84357542
FINNEY CREEK WASHINGTON WA US,WA,48.4028,-121.7903,41.92604502,56.5659164,48.13504823
KLAMATH NWR OREGON CALIF. OR US,OR,42.9533,-121.5819,27.70949721,62.38547486,44.84916201
GRANDAD OREGON OR US,OR,43.4158,-122.5772,43.33519553,65.59497207,52.80167598
Galena Summit ID US,ID,43.87,-114.71,28.97765363,48.4972067,38.0027933
DOG VALLEY CALIFORNIA CA US,CA,39.5619,-120.0478,32.2150838,63.93296089,46.98044693
South Colony CO US,CO,37.97,-105.54,26.94972067,47.51117318,37.12849162
Snowslide Canyon AZ US,AZ,35.34,-111.65,30.96648045,50.26256983,40.25418994
PRENTICE COOPER SF TENNESSEE TN US,TN,35.1303,-85.4278,51.24157303,67.14606742,58.73314607
Lower Twin MT US,MT,45.51,-111.92,28.81564246,48.01117318,38.20670391
LOWER KLAMATH CALIFORNIA CA US,CA,41.9992,-121.7003,33.74301676,64.39664804,49.02513966
BOISE AIR TERMINAL ID US,ID,43.5666,-116.2405,44.07821229,66.15642458,54.97486034
Mcneil River SGS AK US,AK,59.08,-154.28,33.40509915,46.18413598,40.23796034
Dupuyer Creek MT US,MT,48.06,-112.76,36.01117318,51.51117318,43.63128492
BOULDER CREEK OREGON OR US,OR,44.7219,-122.0031,35.61173184,60.44413408,46.76815642
FORT CARSON COLORADO CO US,CO,38.6586,-104.8539,40.61452514,62.97206704,51.5698324
SANTA ROSA CALIFORNIA CA US,CA,38.4786,-122.7119,50.03910615,72.16480447,59.28212291
OLYMPIA AIRPORT WA US,WA,46.9733,-122.9033,41.98324022,63.62011173,52.85195531
VERO BEACH INTERNATIONAL AIRPORT FL US,FL,27.651,-80.4199,67.56703911,84.76815642,75.7150838
CONROE TEXAS TX US,TX,30.2364,-95.4828,59.19273743,80.79608939,68.81564246
LIRI ALABAMA AL US,AL,34.4978,-85.6292,49.27741935,70.64193548,59.15483871
GLOBE ARIZONA AZ US,AZ,33.3503,-110.6519,53.88732394,74.76901408,64.10985915
SANDY RUN NORTH CAROLINA NC US,NC,34.6119,-77.4875,53.74789916,74.42296919,63.67226891
Twin Lakes MT US,MT,46.14,-114.51,32.03631285,53.03910615,41.44692737
Grand Targhee WY US,WY,43.78,-110.93,29.65921788,44.16759777,36.26815642
SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT IL US,IL,39.8447,-89.6839,44.39385475,64.89106145,54.80726257
Trial Lake UT US,UT,40.68,-110.95,26.89664804,48.53351955,36.45810056
Hopewell NM US,NM,36.72,-106.26,32.32402235,49.49162011,40.26256983
SPRING VALLEY CALIFORNIA CA US,CA,37.5625,-122.4364,50.49441341,65.35195531,56.81005587
Rocky Basin Settleme UT US,UT,40.44,-112.24,33.32960894,51.47765363,41.29329609
CAROLINA SANDHILLS S. CAROLINA SC US,SC,34.6619,-80.2742,53.34357542,74.86312849,63.40502793
Gunsight Pass WY US,WY,43.38,-109.88,26.48324022,45.9301676,34.91620112
ELK ROCK WASHINGTON WA US,WA,46.3522,-122.6058,41.97486034,58.11452514,48.83798883
PINION CANYON COLORADO CO US,CO,37.9056,-104.0556,41.59103641,68.73669468,55.01680672
Strawberry Divide UT US,UT,40.16,-111.21,34.49859944,53.20168067,43.33893557
PONCA CITY MUNICIPAL AIRPORT OK US,OK,36.73667,-97.10194,48.5252809,71.89044944,60.23595506
Turnagain Pass AK US,AK,60.78,-149.18,31.61016949,44.39265537,37.10734463
WEED AIRPORT CALIFORNIA CA US,CA,41.4789,-122.4539,42.68435754,68.51117318,55.22625698
Powder River Pass WY US,WY,44.16,-107.13,26.33240223,46.40502793,35.33798883
HELL HOLE CALIFORNIA CA US,CA,39.0717,-120.4217,45.7849162,63.88268156,53.74022346
Widtsoe NUMBER 3 UT US,UT,37.84,-111.88,33.24301676,52.30167598,41.23463687
BULL FLAT CALIFORNIA CA US,CA,40.4808,-120.1139,35.07017544,66.46783626,51.64619883
ROUND MOUNTAIN CA US,CA,41.4272,-121.4639,41.92458101,61.78212291,50.86871508
HOPKINS ARIZONA AZ US,AZ,31.6753,-110.88,48.76487252,68.21529745,56.86402266
Ivanhoe CO US,CO,39.29,-106.55,25.46648045,49.03631285,36.2122905
Big Bend NV US,NV,41.76,-115.69,35.99162011,55.63128492,45.63687151
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT AK US,AK,61.169,-150.0278,33.03072626,46.32960894,39.73743017
SODA CREEK CALIFORNIA CA US,CA,39.425,-122.9772,39.89385475,74.7877095,55.6396648
Jones Pass CO US,CO,39.76,-105.91,25.73521127,47.10422535,35.01690141
Echo Lake CO US,CO,39.66,-105.59,27.70670391,47.04189944,36.87988827
SANTA ROSA ISLAND CALIFORNIA CA US,CA,33.9778,-120.0778,54.41899441,67.1396648,59.73743017
BLUFF CREEK MONTANA MT US,MT,48.8719,-106.9456,28.54469274,56.2849162,42.75698324
BILLINGS INTERNATIONAL AIRPORT MT US,MT,45.8069,-108.5422,38.93575419,61.92178771,50.06145251
FENCE MEADOW CALIFORNIA CA US,CA,36.9614,-119.175,50.07541899,67.42458101,56.93575419
WAIANAE VALLEY HAWAII HI US,HI,21.4806,-158.1553,68.25698324,83.3603352,74.36871508
Calvert Creek MT US,MT,45.88,-113.33,29.32681564,53.25977654,40.5
Snowstorm Mtn NV US,NV,41.34,-116.98,37.62359551,53.84550562,45.36235955
VALENTINE NEBRASKA NE US,NE,42.4839,-100.5231,37.24581006,62.05027933,49.26256983
GINGER MONTANA MT US,MT,46.3292,-111.5881,37.33240223,58.10335196,47.60614525
LEXINGTON BLUEGRASS AIRPORT KY US,KY,38.0408,-84.6058,46.23463687,66.24301676,56.08379888
FLINT CREEK IDAHO ID US,ID,42.0792,-112.1833,38.79608939,61.42178771,49.80446927
BIG PINE FLAT CALIFORNIA CA US,CA,34.3194,-117.0131,37.42178771,64.98044693,50.33798883
KRILEY CREEK IDAHO ID US,ID,45.3556,-113.8933,37.53631285,56.77932961,46.44134078
NEEDLE CREEK COLORADO CO US,CO,38.3894,-106.5303,30.03072626,53.79888268,40.88826816
Culebra NUMBER 2 CO US,CO,37.21,-105.2,27.41176471,51.86470588,38.23529412
Scotch Creek CO US,CO,37.65,-108.01,27.72829132,54.97759104,39.14285714
Arbuckle Mtn OR US,OR,45.19,-119.25,37.22346369,51.91620112,43.81005587
Taylor Green OR US,OR,45.08,-117.55,38.03631285,53.71787709,45.09497207
BRAINERD MINNESOTA MN US,MN,46.4006,-94.1272,34.03631285,54.10055866,44.48044693
VICHY ROLLA NATIONAL AIRPORT MO US,MO,38.13111,-91.76833,45.75698324,65.97486034,55.54189944
Laurel Draw NV US,NV,41.78,-116.03,33.0698324,57.47486034,44.87709497
Lee Canyon NV US,NV,36.31,-115.68,36.37988827,54.53072626,44.54748603
OAK GROVE CALIFORNIA CA US,CA,33.3933,-116.795,48.00837989,77.23184358,61.96927374
Waterhole WA US,WA,47.94,-123.43,34.76536313,48.09497207,40.98044693
Lonesome Beaver UT US,UT,38.08,-110.77,37.46927374,50.1424581,43.33240223
LONG HOLLOW NEVADA NV US,NV,41.5386,-116.2175,37.96368715,60.87709497,49.34636872
Wells Creek WA US,WA,48.87,-121.79,38.82681564,51.32960894,44.44134078
ARMUCHEE NUMBER 1 GEORGIA GA US,GA,34.6953,-85.1736,53.76256983,69.97206704,61.17039106
3 MILE IDAHO ID US,ID,44.3958,-112.1081,33.3603352,53.06703911,42.86871508
FORT BENNING LAWSON FIELD AL US,GA,32.35,-85,52.49450549,80.85714286,65.36263736
QUARTZ CREEK ALASKA AK US,AK,65.4,-164.65,20.60526316,35.65131579,28.41776316
Golconda NV US,NV,40.88,-117.59,39.98044693,57.76256983,48.70670391
CASHMAN CALIFORNIA CA US,CA,40.0017,-120.915,42.09269663,71.28932584,54.92977528
Cloud Peak Reservoir WY US,WY,44.4,-107.06,23.18994413,48.66480447,35.15363128
EDEN OREGON OR US,OR,45.9267,-117.5883,40.2150838,62.52793296,50.7122905
RABBIT CREEK ALASKA AK US,AK,61.0844,-149.7283,33.94134078,46.24860335,39.70949721
Snake River Station WY US,WY,44.13,-110.67,23.47486034,54.25418994,38.04469274
MANNING CORRAL DOGTOWN MONTANA MT US,MT,47.7028,-108.4786,37.40223464,59.05307263,48.01955307
ROCKFORD GREATER ROCKFORD AIRPORT IL US,IL,42.1927,-89.093,39.91061453,59.39106145,49.81005587
QUINCY REGIONAL AIRPORT IL US,IL,39.93694,-91.19194,44.33240223,63.50558659,54.02793296
BLEDSOE SF TENNESSEE TN US,TN,35.6819,-85.2733,46.73789174,67.5014245,56.9031339
HAKIOAWA HAWAII HI US,HI,20.5803,-156.5711,68.29888268,79.17597765,72.98882682
VANDENBERG CALIFORNIA CA US,CA,34.7586,-120.4861,52.18994413,70.31843575,59.70391061
BAILEY COLORADO CO US,CO,39.3794,-105.3394,36.07055215,61.80981595,47.68404908
BIG SPRING MISSOURI MO US,MO,36.975,-91.0181,46.50196078,66.78823529,56.29803922
Gold Axe Camp WA US,WA,48.95,-118.99,36.24022346,49.2849162,44.35195531
MADISON DANE CO REGIONAL AIRPORT WI US,WI,43.1405,-89.3452,38.50558659,57.51675978,48.44972067
Harris Flat UT US,UT,37.49,-112.58,28.10055866,57.73463687,43.06424581
Smith Ridge OR US,OR,44.3,-122.04,43.11764706,62.6442577,51.2745098
BUFFALO CREEK NEVADA NV US,NV,40.5819,-119.79,42.87988827,69.31284916,56.0698324
MILL CREEK BDF CALIFORNIA CA US,CA,34.0836,-117.0347,53.92178771,76.44692737,64.22067039
LIME KILN VIRGINIA VA US,VA,37.9864,-79.7594,45.4301676,65.20391061,54.24301676
CARPENTER RIDGE CALIFORNIA CA US,CA,40.0686,-121.5825,47.39106145,64.08659218,54.63687151
GBRC Meadows UT US,UT,39.3,-111.45,26.75418994,48.33798883,37.53631285
OAKMULGEE ALABAMA AL US,AL,32.9572,-87.1706,54.18715084,76.81843575,64.42178771
BRUSH CREEK OREGON OR US,OR,44.2844,-122.8494,45.48044693,62.94134078,53
Mount Crag WA US,WA,47.76,-123.03,38.41340782,50.65363128,43.65921788
AKRON CANTON AIRPORT OH US,OH,40.91667,-81.43333,42.10893855,61.32122905,51.75698324
GUAM INTERNATIONAL AIRPORT US,,13.48333,144.8,76.69553073,87.39385475,81.34636872
BLUE RIDGE KNF CALIFORNIA CA US,CA,41.2694,-123.1875,42.84831461,59.45224719,50.23876404
JACKSONVILLE CRAIG MUNICIPAL AIRPORT FL US,FL,30.3361,-81.5147,63.1452514,80.47206704,71.05586592
NINILCHIK ALASKA AK US,AK,60.0433,-151.6655,29.11731844,46.41340782,37.67318436
MORA MINNESOTA MN US,MN,45.89,-93.2697,34.46648045,54.70391061,45.00837989
DESATOYA MOUNTAIN NEVADA NV US,NV,39.3011,-117.5844,32.25977654,64.5,48.83519553
MOOSE LAKE MINNESOTA MN US,MN,46.4203,-92.8008,32.32122905,53.67318436,43.36592179
GUADELUPE PEAK TEXAS TX US,TX,31.925,-104.8253,44.59206799,59.75637394,51.8101983
SCOTTS BLUFF NEBRASKA NE US,NE,41.8167,-103.7,39.32960894,64.06424581,51.44134078
Pickle Keg UT US,UT,39.01,-111.58,35.81512605,51.90196078,42.86834734
ERIE INTERNATIONAL AIRPORT PA US,PA,42.08,-80.1825,41.63128492,58.3575419,50.12849162
Granite Peak NV US,NV,41.67,-117.57,34.93854749,49.69273743,41.83798883
Howell Canyon ID US,ID,42.32,-113.62,32.09497207,52.12011173,41.1452514
POTTER BUTTE IDAHO ID US,ID,43.2261,-113.5744,35.98033708,60.59550562,48.28089888
SAVRIV SOUTH CAROLINA SC US,SC,33.2106,-81.5906,53.29608939,77.61452514,64.7150838
CAPE KIAVAK ALASKA US,AK,56.9992,-153.5417,42.9748954,49.85355649,46.19246862
Willow Creek Pass CO US,CO,40.35,-106.09,22.74789916,49.04481793,35.43417367
WINDIGO MICHIGAN MI US,MI,47.9117,-89.1547,34.04469274,47.88826816,40.53910615
Huckleberry Creek WA US,WA,47.07,-121.59,38.58379888,57.48603352,47.19273743
Hickerson Park UT US,UT,40.91,-109.96,24.45530726,51.84636872,38.57821229
Timber Creek WY US,WY,44.03,-109.18,29.16480447,52.46648045,39.77653631
SHEYENNE NORTH DAKOTA ND US,ND,46.4658,-97.3161,32.65083799,55.42178771,44.42458101
DERBY MOUNTAIN MONTANA MT US,MT,45.5842,-109.8517,36.53351955,52.80167598,44.61452514
PORPHYRY MONTANA MT US,MT,46.8353,-110.7175,27.21787709,42.96368715,34.53072626
EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND CA US,CA,40.8097,-124.1602,47.77439024,61.06097561,53.25914634
GOODWIN MESA ARIZONA AZ US,AZ,34.75,-113.3,48.95251397,75.13407821,61.67597765
FLOWERY TRAIL WASHINGTON WA US,WA,48.2975,-117.4039,35.24671053,60.01315789,47.64802632
WARM SPRINGS CANYON ARIZONA AZ US,AZ,36.7,-112.23,36.02234637,59.82402235,46.57821229
JONES ISLAND GEORGIA GA US,GA,30.8289,-82.36,61.3547486,81.08938547,69.71787709
Blue Lakes CA US,CA,38.61,-119.92,32.34078212,52.90223464,41.58938547
CALLAHAN CALIFORNIA CA US,CA,41.3075,-122.7958,43.37430168,68.37988827,54.5726257
Wolverine WY US,WY,44.8,-109.66,31.28212291,52.76815642,41.40782123
KABNAM MINNESOTA MN US,MN,48.4417,-93.05,30.29888268,51.48603352,41.00837989
Tie Creek WY US,WY,44.81,-107.41,31.67318436,52.32681564,41.39664804
CROWN KING ARIZONA AZ US,AZ,34.2083,-112.3333,48.73463687,70.56703911,59.05586592
Jump Off Joe OR US,OR,44.39,-122.17,41.90502793,57.08100559,48.34636872
GAS CAVES IDAHO ID US,ID,44.1678,-111.7792,29.91340782,56.54189944,42.98044693
Sevenmile Marsh OR US,OR,42.7,-122.14,38.5027933,54.46089385,45.30167598
ELLIS MOUNT WASHINGTION WA US,WA,48.1578,-124.315,42.38547486,53.18156425,47.24860335
RED FEATHER COLORADO CO US,CO,40.7981,-105.5722,30.95530726,54.21787709,42.55586592
MEMPHIS INTERNATIONAL AIRPORT TN US,TN,35.0564,-89.9865,54.86312849,73.32402235,63.81843575
ST. MARKS EAST FLORIDA FL US,FL,30.1333,-84.1333,61.11731844,79.74301676,69.54469274
CHALLIS IDAHO ID US,ID,44.5042,-114.2228,35.24301676,59.87988827,47.2150838
Merchant Valley UT US,UT,38.3,-112.44,29.40782123,54.15363128,40.66759777
DINOSAUR N.M. COLORADO CO US,CO,40.5086,-108.9106,40.30446927,61.36592179,50.29329609
POLEBRIDGE MONTANA MT US,MT,48.7825,-114.2803,27.83240223,56.69553073,42.05586592
HILL CITY MINNESOTA MN US,MN,47.0375,-93.6042,31.44516129,54.65483871,43.46774194
CANYON CREEK IDAHO ID US,ID,44.2297,-115.2469,32.60055866,44.04189944,38.01675978
PANOCHE ROAD CALIFORNIA CA US,CA,36.7269,-120.7658,57.70949721,71.95251397,64.41061453
Camp Jackson UT US,UT,37.81,-109.49,36.04189944,52.99162011,43.59776536
MANSFIELD LAHM REGIONAL AIRPORT OH US,OH,40.82028,-82.51778,40.95810056,60.17877095,50.58379888
BUCK FLAT ESCALANTE 10 NW UTA UT US,UT,37.9033,-111.6914,36.06145251,58.98882682,46.50837989
North Fork OR US,OR,45.55,-122,39.61173184,54.90502793,46.54469274
FORT BRAGG NORTH CAROLINA NC US,NC,35.1397,-79.0644,53.61971831,75.05915493,63.29577465
Rex River WA US,WA,47.3,-121.6,39.84078212,52.53072626,45.55027933
ELMORE VERMONT VT US,VT,44.5431,-72.5294,32.25418994,53.49162011,42.9273743
Clayton Springs UT US,UT,37.97,-111.83,26.39106145,50.41340782,37.05865922
HUMBUG CREEK ARIZONA AZ US,AZ,34.1164,-112.3006,53.55865922,70.31284916,61.33798883
Sonora Pass CA US,CA,38.31,-119.6,32.38268156,52.48603352,41.7849162
BESSY NEBRASKA NE US,NE,41.8975,-100.3108,39.3547486,63.70391061,51.11452514
TELIDA ALASKA AK US,AK,63.44,-153.3567,16.27374302,40.40502793,29.10893855
SIOUX CITY GATEWAY AIRPORT IA US,IA,42.3913,-96.3791,39.25977654,61.81564246,50.8603352
Kelley RANGER STATION WY US,WY,42.27,-110.81,26.16480447,49.10335196,37.41620112
GRNVL SPART INTERNATIONAL AIRPORT SC US,SC,34.8842,-82.2209,52.52513966,72.93854749,62.02513966
GANG MILLS NEW YORK NY US,NY,42.1,-77.1,35.95251397,60.0027933,47.87430168
BRENDER GEORGIA GA US,GA,33.0097,-83.7397,52.63687151,76.6452514,63.43854749
SHENANGO MONTANA MT US,MT,45.4511,-111.2189,34.22346369,58.79888268,44.73463687
Quemazon NM US,NM,35.92,-106.39,34.33798883,52.05307263,42.17877095
SIOUX FALLS FOSS FIELD SD US,SD,43.5778,-96.7539,37.32122905,58.54748603,48.41340782
LUBBOCK INTERNATIONAL AIRPORT TX US,TX,33.6656,-101.8231,48.06145251,74.2849162,60.51117318
SLATE CREEK IDAHO ID US,ID,45.6333,-116.2833,44.32402235,70.48882682,57.09217877
Lookout Peak UT US,UT,40.84,-111.71,34.55307263,51.56145251,42.6396648
Mt Rose Ski Area NV US,NV,39.32,-119.89,34.6452514,50.75418994,41.64804469
Marten Ridge WA US,WA,48.76,-121.7,41.05586592,53.24581006,46.40782123
Three Creeks Meadow OR US,OR,44.14,-121.64,36.51117318,54.55027933,45.4301676
CAMP CREEK WYOMING WY US,WY,42.3458,-107.5528,35.39044944,55.88202247,45.23033708
KENAI LAKE ALASKA AK US,AK,60.3667,-149.4,30.56424581,48.10614525,38.8575419
TUCSON INTERNATIONAL AIRPORT AZ US,AZ,32.1313,-110.9552,58.34357542,84.22625698,70.80726257
CANYON CREEK WASHINGTON WA US,WA,45.9167,-122.1667,43.57142857,61.47428571,50.81714286
CROATAN NORTH CAROLINA NC US,NC,34.7833,-76.8667,54.37988827,72.25698324,63.44972067
NINE MILE MONTANA MT US,MT,47.0708,-114.4022,34.36592179,59.93854749,46.74581006
FAWNSKIN CALIFORNIA CA US,CA,34.2661,-116.8989,34.01675978,64.02793296,47.81564246
ST JOSEPH ROSECRANS MEMORIAL AIRPORT MO US,MO,39.7736,-94.9233,43.02240896,65.66946779,54.37535014
Bar M AZ US,AZ,34.86,-111.61,36.88615385,66.77846154,51.06769231
TOWN CREEK IDAHO ID US,ID,43.9333,-115.9167,34.8575419,62.36871508,47.68435754
SODA CREEK COLORADO CO US,CO,39.56,-105.9864,26.39664804,52.33798883,38.34357542
FLINT BISHOP INTERNATIONAL AIRPORT MI US,MI,42.9666,-83.7494,39.37430168,59.80446927,50.13687151
Oxford Spring ID US,ID,42.26,-112.13,38.33240223,57.39106145,46.79888268
HONOLULU INTERNATIONAL AIRPORT HI US,HI,21.324,-157.9294,72.33613445,85.01120448,77.99159664
MOREFIELD COLORADO CO US,CO,37.3006,-108.4133,39.89106145,58.1396648,48.38268156
